view,id,name,district,category,type,pin,address,listingOrPerk,panelMeta,panelHeadline,panelBody,detailCopy,primaryActions,image,source
"Resident","7-eleven-way-1213502016","7-Eleven","Congress","Retail / Business","venue","Civic","613, Congress Avenue, Austin, TX, 78701","Nearby Downtown Option","Retail / Business · Congress","7-Eleven","Retail / Business listing operated by 7-Eleven.","Resident perk: Nearby Downtown Option. Value: Save it or go now. Resident discount programs and neighborhood shopping incentives Use it: Save it, get directions, or show your Downtown Perks Card if access is available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","7-eleven-way-1213502016","7-Eleven","Congress","Retail / Business","venue","Civic","613, Congress Avenue, Austin, TX, 78701","Create Map Plan","Retail / Business · Congress","7-Eleven","Retail / Business listing operated by 7-Eleven.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make 7-Eleven easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","7-eleven-node-4258979768","7-Eleven","Congress","Retail / Business","venue","Civic","823, Congress Avenue, Austin, TX, 78701","Nearby Downtown Option","Retail / Business · Congress","7-Eleven","Retail / Business listing operated by 7-Eleven.","Resident perk: Nearby Downtown Option. Value: Save it or go now. Resident discount programs and neighborhood shopping incentives Use it: Save it, get directions, or show your Downtown Perks Card if access is available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","7-eleven-node-4258979768","7-Eleven","Congress","Retail / Business","venue","Civic","823, Congress Avenue, Austin, TX, 78701","Create Map Plan","Retail / Business · Congress","7-Eleven","Retail / Business listing operated by 7-Eleven.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make 7-Eleven easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","allen-edmonds-node-11242814773","Allen Edmonds","Congress","Retail / Business","venue","Civic","501, Congress Avenue, Austin, TX, 78701","Nearby Downtown Option","Retail / Business · Congress","Allen Edmonds","Retail / Business listing operated by Allen Edmonds.","Resident perk: Nearby Downtown Option. Value: Save it or go now. Resident discount programs and neighborhood shopping incentives Use it: Save it, get directions, or show your Downtown Perks Card if access is available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","allen-edmonds-node-11242814773","Allen Edmonds","Congress","Retail / Business","venue","Civic","501, Congress Avenue, Austin, TX, 78701","Create Map Plan","Retail / Business · Congress","Allen Edmonds","Retail / Business listing operated by Allen Edmonds.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make Allen Edmonds easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","austindeep-node-9002876286","AUSTINDEEP","Congress","Retail / Business","venue","Civic","320, Congress Avenue, Austin, TX, 78701","Nearby Downtown Option","Retail / Business · Congress","AUSTINDEEP","Retail / Business listing in Downtown Austin.","Resident perk: Nearby Downtown Option. Value: Save it or go now. Resident discount programs and neighborhood shopping incentives Use it: Save it, get directions, or show your Downtown Perks Card if access is available.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","austindeep-node-9002876286","AUSTINDEEP","Congress","Retail / Business","venue","Civic","320, Congress Avenue, Austin, TX, 78701","Create Map Plan","Retail / Business · Congress","AUSTINDEEP","Retail / Business listing in Downtown Austin.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make AUSTINDEEP easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","capital-one-caf-node-3849778796","Capital One Café","Congress","Coffee / Cafe","venue","Coffee","601, Congress Avenue, Austin, TX, 78701","Coffee Stop","Coffee / Cafe · Congress","Capital One Café","Coffee / Cafe with cuisine focus: coffee_shop.","Resident perk: Coffee Stop. Value: Resident card access. Morning perk loops, loyalty rewards, and community meetup anchors Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","capital-one-caf-node-3849778796","Capital One Café","Congress","Coffee / Cafe","venue","Coffee","601, Congress Avenue, Austin, TX, 78701","Create Map Plan","Coffee / Cafe · Congress","Capital One Café","Coffee / Cafe with cuisine focus: coffee_shop.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make Capital One Café easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","caroline-node-10281193544","Caroline","Congress","Restaurant / Food","venue","Dining","621, Congress Avenue, Austin, TX, 78701","Dining Perk","Restaurant / Food · Congress","Caroline","Restaurant / Food with cuisine focus: american.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","caroline-node-10281193544","Caroline","Congress","Restaurant / Food","venue","Dining","621, Congress Avenue, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Congress","Caroline","Restaurant / Food with cuisine focus: american.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make Caroline easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","cava-node-11242814774","CAVA","Congress","Restaurant / Food","venue","Dining","515, Congress Avenue, Austin, TX, 78701","Dining Perk","Restaurant / Food · Congress","CAVA","Restaurant / Food with cuisine focus: mediterranean.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","cava-node-11242814774","CAVA","Congress","Restaurant / Food","venue","Dining","515, Congress Avenue, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Congress","CAVA","Restaurant / Food with cuisine focus: mediterranean.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make CAVA easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","chi-lantro-node-3190873008","Chi'Lantro","Congress","Restaurant / Food","venue","Dining","823, Congress Avenue, Austin, TX, 78701","Dining Perk","Restaurant / Food · Congress","Chi'Lantro","Restaurant / Food with cuisine focus: korean.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
"Partner","chi-lantro-node-3190873008","Chi'Lantro","Congress","Restaurant / Food","venue","Dining","823, Congress Avenue, Austin, TX, 78701","Create Map Plan","Restaurant / Food · Congress","Chi'Lantro","Restaurant / Food with cuisine focus: korean.","Partner view: People nearby are deciding where to go next. Audience: Best fit: residents, guests, and visitors already close to Congress. Opportunity: Make Chi'Lantro easy to save, find, and act on from the map. Best timing: Strongest window: lunch, after work, and weekend planning Next move: Create Map Plan","Create Map Plan; Reports; Contact","","OpenStreetMap / Overpass"
"Resident","chipotle-node-2447742850","Chipotle","Congress","Restaurant / Food","venue","Dining","801, Congress Avenue, Austin, TX, 78701","Dining Perk","Restaurant / Food · Congress","Chipotle","Restaurant / Food with cuisine focus: mexican.","Resident perk: Dining Perk. Value: Resident card access. Resident dining offers, specials, and repeat-visit campaigns Use it: Show your Downtown Perks Card when a resident offer is active.","Call / Website / Email when available; Show Card; Save to Card; Directions","","OpenStreetMap / Overpass"
